,Unnamed: 0,date,title,reporter,content,press,긍정,부정,중립
58,1434,2021-01-06,박영선 “여권 상황 안 좋아져 서울시장 출마 고려 중”, 이지혜 기자 godot@hani.co.kr,"여당에서 서울시장 보궐선거 유력 후보로 거론되는  박영선 중소벤처기업부 장관이 “(여당) 상황이 안 좋아졌기 때문에 출마 가능성을 열어 놓고 있다”며 “1월 안으로 결정하겠다”고 밝혔다. 애초 서울시장 출마보다 장관직 수행에 더 무게를 두고 있었지만, 문재인 대통령과 민주당 지지율이 하락하며 정권재창출 위기감이 커지자 출마를 고민하게 됐다는 취지다.
 박 장관은 6일 오전 <문화방송>(MBC) 라디오 인터뷰에서 ‘출마 선언은 언제 하느냐’는 물음에 “1월 안으로 결정하겠다. 중기부 장관으로서 해야 할 일들이 마무리되는 시점과 상당히 밀접한 관계가 있다”고 밝혔다. 코로나 확산으로 어려움을 겪는 소상공인 지원과 백신 도입에 대비한 주사기 스마트 공장 확충 등 부처 주요 과제가 마무리되는 일정에 맞춰 자신의 정치적 거취를 밝히겠다는 뜻이다.
 박 장관은 다만 “상황이 더 좋아지면 또 다른 대안이 나올 수 있지 않을까 생각한다”고 말했다. 여권의 상황이 좋아진다면 출마하지 않을 수도 있다는 얘기다. 박 장관은 “만약 (여권의) 상황이 더 좋았다면 저는 중기부 장관으로서 책임감에 더 무게를 확실하게 뒀을 것”이라며 “여기에 벌여놓은 일들이 많아서 이 일을 더 하고 싶다는 것은 이미 당에 의사표명을 했다”고 밝혔다. ",hankyoreh,7117.515508308959,5357.229532547206,1360.7609803850055
59,1438,2021-03-18,‘LH 악재’에 ‘박원순 이슈’까지 재점화…위기의 박영선, 서영지 기자 yj@hani.co.kr,"불과 한 달 전만 해도 서울시장 당선이 유력해 보였던 박영선 더불어민주당 후보가 악전고투중이다. ‘한국주택토지공사(LH) 투기’ 이슈가 터지면서부터다. 여기에 박원순 전 시장 성폭력 피해자가 기자회견을 열어 ‘2차 가해’ 논란에 휘말렸던 여성의원 3명의 ‘캠프 퇴출’을 공개적으로 요구하면서 처지가 한결 곤란해졌다.
 박 후보는 18일 지역 공약을 발표하기 위해 관악구 낙성대공원을 찾았지만, 현장 기자들의 질문은 전날 있었던 박 전 시장 성폭력 피해자의 기자회견 메시지에 집중됐다. 박 후보는 전날 페이스북에 쓴 “제가 모든 것을 짊어지고 가겠다”는 구절이 무슨 뜻이냐는 물음에 “짊어지고 가는 것이 가장 어려운 일이라고 생각한다. 진심을 전하는 것은 단순하게 바깥으로 보여지는 것으로 판단할 수는 없는 일이지 않느냐”는 아리송한 답변을 했다. 박 전 시장 사건 엿새 뒤 나온 민주당 여성의원 성명에서 피해자를 ‘피해호소인’으로 부르는 데 주도적 구실을 한 남인순·진선미·고민정 의원을 캠프에서 내보내라는 피해자의 요구에, 이러지도저러지도 못하는 곤혹스런 처지를 고스란히 드러낸 것이다. 이들을 모두 캠프에서 내보내자니 극렬 지지층의 반발이 우려되고, 그대로 두자니 ‘2차 가해를 두둔한다’는 야당의 비판을 속수무책으로 감내해야 하는 상황이었던 것이다. 비판 여론이 높아지자 이날 오후 고민정 의원은 캠프 대변인에서, 진선미·남인순 의원은 공동선거대책본부장에서 물러났다. 
 지난 2일 처음 불거진 ‘엘에이치 투기’라는 초대형 악재도 여전히 진행형이다. 박 후보가 선도적으로 특검 수사를 제안하고 여야가 특검 도입에 합의한 상태지만, 국민의힘 등 야당은 선거기간 내내 엘에이치 투기 문제를 집요하게 물고늘어질 태세다. 10여년 전 오세훈 후보의 내곡동 보금자리 주택 특혜보상 의혹을 다시 꺼내들었지만, 엘에이치 이슈의 파괴력엔 턱없이 못 미친다. 캠프에 참여하는 서울지역 의원은 “엘에이치 투기 문제는 부동산값 폭등에 절망과 박탈감을 느낀 젊은층과 서민들에게 2019년 조국사태로 분출된 ‘불공정’ 이슈를 재점화했다. 상대 후보를 겨냥한 어지간한 네거티브로는 만회가 쉽지 않다”고 했다. 
 남은 20일 동안의 선거기간에 박 후보가 유일하게 기대를 걸어볼 수 있는 것은 ‘서울시장을 뺏기면 1년 남은 대통령 선거도 위험해진다’는 지지층의 위기 의식이 막판 표결집으로 이어지는 것이다. 국회의원·광역의회·기초자치단제장·기초의회 등 서울 지역 대부분의 선출직을 장악한 민주당이 얼마나 조직력을 발휘하느냐도 관건이다. 하지만 투표율이 낮은 재보선의 특성상, 지지층 내부에 ‘투표하면 결과가 바뀔 수도 있겠다’는 기대감이 만들어지지 않는다면, 정치적 참여 동력을 만들기가 쉽지 않다. 그러려면 지지율이 완만하더라도 다시 상승하는 추세를 만드는 일이 시급하다. ",hankyoreh,7247.73169155096,5465.432635890217,1387.4700131400057
60,1451,2021-03-22,"국민의힘 “팔았다는 박영선 도쿄 아파트, 등기상 미처분”",김미나 기자 mina@hani.co.kr,"국민의힘은 22일 박영선 더불어민주당 서울시장 후보의 남편이 최근 처분했다는 일본 도쿄의 아파트가 서류상으로 여전히 박 후보 남편 소유로 돼있다고 주장했다. 
조수진 국민의힘 선거대책위원회 대변인은 이날 “절차가 진행되고 있을 가능성이 있지만, 오늘 확인한 서류만으로는 (박 후보 남편의 아파트) 처분 사실이 확인되지 않는다”며 “박 후보가 서울시장 후보로서 사실을 이야기해주길 바란다”고 밝혔다. 국민의힘이 이날 공개한 서류를 보면, 일본 등기부등본에 있는 아파트 소유자 이름은 박 후보의 남편 이아무개씨로 2009년 6월 매매한 이후 소유권 변동이 없었다. 황규환 당 상근부대변인도 논평에서 “처분을 했다면 누구에게 얼마에 처분했는지, 또 국민적인 공분이 증폭되는 동안에도 박 후보는 왜 처분사실을 이야기 하지 않다가 어제서야 이야기했는지 이유를 밝혀야 한다”고 했다. 


박 후보 캠프 관계자는 이날 <한겨레>와의 통화에서 “2월 초 아파트를 사겠다는 사람이 이미 ‘부동산 매입 신청서’를 제출했는데 아직 아파트 잔금이 다 치러지지 않아 등기부등본상 명의 이전이 이뤄지지 못했다. 잔금을 다 받으면 3월말께 소유권 변경을 할 것”이라고 해명했다. 이어 “지금은 부동산 매입신청서 제출 이후 일정 기간이 지났기 때문에 계약을 파기하기 불가능하다”고 덧붙였다. 
박 후보는 야당이 남편 명의의 도쿄 아파트 구입을 문제 삼자 지난 21일 페이스북을 통해 “그 아파트는 지난 2월 처분했다. 재산신고에 들어있는 것은 작년 12월 말 기준으로 재산신고를 했기 때문”이라고 밝힌 바 있다. ",hankyoreh,7314.477671462955,5535.29801559922,1396.0228819670058
61,1465,2021-04-04,박영선 “샤이 진보 분명 있다…결집 시작됐다”,노지원 기자 zone@hani.co.kr,"“명함 나눠드리는데 (시민이 다가와) 조그마한 소리로 이야기 했다. ‘투표하고 왔다. 1번 찍었다. 걱정하지 말라’고…”
 박영선 더불어민주당 서울시장 후보가 4일 인터넷 언론사 출입기자 간담회에서 “샤이 진보가 몇 %인지는 모르지만, 있는 것은 분명하다”고 말했다. 
 여론조사 공표 금지 직전 실시된 여론조사에서 박 후보는 오 후보에 20%포인트 가량 뒤지는 것으로 나타났지만 박 후보는 이날 “여론조사 상에서 샤이 진보들이 전화를 받지 않았을 가능성이 높다”며 여전히 민주당을 지지하는 이들이 상당하다는 점을 강조했다. 역대 재보선 중 사전투표율 최고치(20.54%)를 기록한 것도 “민주당이 그동안 여러가지로 부족했지만 우리가 올바른 길로 나아가기 위해서 민주당, 기호 1번을 찍어야 하는 것 아닌가 하는 ‘결집’이 시작됐다고 생각한다”고 평가했다. 
 높은 사전투표율 흐름을 보면서 ‘박빙 승부’를 예상하는 목소리도 나왔다. 정태호 전략기획위원장은 이날 <한겨레>와의 통화에서 “이기든 지든 결국엔 2% 싸움”이라며 “지금 우리 지지층이 강하게 뭉치고 있다는 느낌이 든다”고 말했다. 한 핵심 당직자도 통화에서 “지난 21대 총선과 7회 지방선거 당시 각 구별 투표율이 이번 4·7 보궐선거 사전투표율이 유사한 특징을 보이고 있고, 최근 투표 의향을 묻는 설문 결과 박 후보 지지자가 사전투표 의향을 적극적으로 밝힌 바 있다”며 “이번 사전투표 결과가 민주당에 유리하게 작용할 가능성에 주목하고 있다. 물론 아주 낙관할 상황은 아니지만 비관적으로 보지 않고 막판까지 최선을 다할 계획”이라고 분위기를 전했다. 캠프 전략본부장인 김영배 의원도 이날 페이스북에 “(사전투표) 데이터를 보니 민주당 지지층이 대거 투표한것으로 보인다”며 “25개구 중 종로, 동작, 송파, 서대문, 성북 순인데, 역대로 높던 곳이 많다. 2010년 지방선거 데자뷰다”라고 기대감을 나타냈다. 
 한편, 이날 기자간담회에서 박 후보는 오 후보의 내곡동 땅 측량 현장 방문 여부를 놓고 비판을 이어 나갔다. 박 후보는 △오 후보가 2005년 6월 처가의 내곡동 땅 측량 현장 인근식당을 방문해 ‘생태탕’을 먹었다는 식당 주인의 증언 △오 후보가 측량 현장에 갔다고 주장한 큰 처남 송아무개 경희대 교수가 비슷한 시각 대학원 행사에 참석한 사진이 나온 사실 등을 거론하며 오 후보를 향해 “입장을 밝혀야 한다”고 목소리를 높였다. 박 후보는 “아무런 입장 밝히지 않고 있는 사실 하나로 그걸(거짓말을 했다는 것을) 인정하는 거 아니냐”고 비판했다.
 <교통방송>의 불공정·편향성 논란에 대해서는 “국민의힘은 그런 말 할 자격이 없다”고 잘라 말했다. 박 후보는 “(국민의힘은) 교통방송을 통해 이명박 시절 대통령 주례연설을 3년 동안 했던 그런 경력을 가진 당”이라며 “언론이 편향이고 아니고는 시청자가 판단하는 것이다. 이 방송이 편향이라면 시청률이 떨어질 것”이라고 말했다.
 박 후보는 4·7 보궐선거 전 마지막 주말인 4일 서울 구로구 베다니교회와 서초구 사랑의 교회, 중구 명동성당 등을 방문해 각각 부활절 예배와 미사에 참석했다. 늦은 오후에는 노원구와 도봉구 등 강북 지역에서 집중 유세를 펼쳤다. ",hankyoreh,7471.174218214955,5640.190214393229,1422.0754212740064
62,1470,2021-03-22,박영선 “유치원도 친환경 무상급식…엄마같은 시장될 것”,노지원 기자 zone@hani.co.kr,"박영선 더불어민주당 서울시장 후보가 시장에 당선되면 서울시 공립·사립 유치원을 상대로 ‘친환경 무상급식’을 실시하겠다고 22일 밝혔다. 
 박 후보는 이날 서울 성동구의 한 유치원을 찾아 “엄마 같은 시장이 돼서 서울시 공립, 사립 유치원 소속 7만5천 어린이에게 음식, 간식, 우유를 무상으로 제공하겠다”며 이렇게 말했다. 10년 전 서울시는 전국 최초로 친환경 무상급식을 도입했다. 이후 무상급식은 단계적으로 확대돼 올해부터는 고등학교 1학년에까지 적용이 된 상태다. 하지만 유치원의 경우 아직까지도 무상급식이 이뤄지지 않고 있다.
 박 후보는 “유치원은 무상급식 계획에 포함돼 있지 않아 코로나19 여파로 더욱 어려워진 유치원 학부모의 경제적 부담을 가중시키고 있다”며 “한창 성장해야 할 유아기 아이들이 부실 급식에 노출되지 않도록 학부모님들의 급식비 부담과 보육 걱정을 덜어드릴 수 있도록 서울시가 나서서 유치원 무상급식을 추진해야할 때”라고 강조했다. 박 후보 쪽은 친환경 농수산물을 사용한 유치원 무상급식이 이뤄지려면 연간 250억원 정도가 필요할 것으로 보고 있다.
 박 후보는 이날 유치원 무상급식 공약을 발표하며 10년 전 무상급식을 반대하다 시장직을 내려놓은 오세훈 국민의힘 서울시장 후보를 비판하기도 했다. 박 후보는 “아이들 무상급식에 가장 중요한 점은 ‘아이들을 차별하지 말아야 한다’는 것”이라며 “오세훈 후보는 10년 전에도 아이들을 차별했고 그 이후로도 무상급식을 반대하고 사퇴한 후보다. 시대 흐름에 뒤떨어지는 낡은 행정으로는 서울의 미래를 책임질 수 없다”고 강조했다.
 박 후보의 남편이 도쿄에 아파트를 보유하다 지난 2월 처분한 데 대해서는 “집이라는 것이 제 마음대로 팔 수 있는 게 아니다. 일본도 코로나19 때문에 한동안 그 아파트에서 1년 동안 거래가 없다가 팔린 것이다. 그런 공격은 본인들의 약점을 감추기 위해서 뒤집어 씌우는 그런 공격”이라고 말했다. 그러면서 “오세훈 후보는 내곡동 땅 문제, 부산 박형준 (국민의힘) 후보는 엘시티와 관련된 여러 사건을 덮기 위해 (우리 쪽에) 얼토당토 않는, 말도 안 되는 공격을 한다고 생각한다”고 덧붙였다.",hankyoreh,7575.637459324956,5725.60512875324,1440.486189633007
63,1512,2021-01-20,박영선·우상호 서울시장 빅매치…민주 “메시-호날두 격돌” 띄우기,김원철 기자 wonchul@hani.co.kr,"박영선 중소벤처기업부 장관이 오는 4월 치러지는 서울시장 보궐선거 출마를 위해 20일 개각 발표에 맞춰 이날 사의를 표명했다. 박영선 장관이 서울시장 선거에 본격 합류하고, 이날 박주민 의원의 불출마 선언까지 더해져 서울시장 보궐선거 대진표가 여당의 ‘박영선-우상호’ 대 야권의 ‘안철수-오세훈-나경원’ 등으로 사실상 확정됐다.
박 장관은 후임자가 인사청문회를 거쳐 최종 임명될 때까지 장관직을 수행하지 않고, 곧바로 선거 준비 체제로 전환한다. 박 장관이 선거전에 뛰어들면서 국민의힘에 비해 잠잠했던 더불어민주당 경선도 활기를 띠게 됐다. 김진표 민주당 공천관리위원장은 이날 <시비에스>(CBS) 라디오 인터뷰에서 “박영선, 우상호 두 후보는 우리 당으로서는 아주 대표적인 스타 정치인”이라며 “축구로 치면 메시 대 호날두 격돌”이라고 환영했다. 민주당은 설 연휴 이후인 2월 말께 서울시장 보궐선거 경선을 치를 계획이다.
박 장관은 별도의 이임식 없이 이날 오후 2시 대전청사에서 예정된 중기부 확대간부회의를 주재하며 공식 일정을 마쳤다. 박 장관은 이날 오전에는 코로나19 백신을 생산하는 제약사 모더나의 스테판 방셀 최고경영자(CEO)와 화상회의를 하며 국내에 호흡기전염 질환 백신 생산공장을 세우는 방안을 논의했다.
박 장관은 그동안 보궐선거 출마 뜻을 명확하게 밝히지 않은 채 ‘프로토콜 경제’ 등 자신이 중기부에서 펼쳤던 주요 정책을 강조해왔다. 박 장관의 한 측근은 “보선 출마 문제가 개각과 맞물려 있기 때문에 출마에 대한 공식 입장을 밝히기까지 속도조절이 필요했다”고 말했다.
한편, 서울시장 출마를 놓고 고심 중이던 박주민 의원은 이날 오전 페이스북에 “출마하지 않는 것으로 결정했다”며 “비록 출마하진 않지만 후보처럼 승리를 위해 최선을 다하겠다”고 적었다. ",hankyoreh,7661.196148430954,5785.66993418624,1450.4897917270073
64,1528,2021-03-24,직접 ‘오세훈 저격’ 나선 박영선 “지구 지정이 국장 전결? 명백한 거짓말”,서영지 기자 yj@hani.co.kr,"박영선 더불어민주당 서울시장 후보가 24일 오세훈 국민의힘 후보의 서울 내곡동 땅 ‘셀프보상’ 의혹을 정조준한 저격수로 직접 등판했다. 당 차원에서 이 문제를 집중 제기했지만 판세에 별 영향을 주지 않자, 주목도가 높은 후보의 입을 통해 여론전을 강화하려는 차원이다. 박 후보 쪽은 현재 판세를 “열세”라고 평가하면서도, 여론조사에 잡히지 않는 ‘숨은 지지층’들이 있어 실제 선거에서 극복이 가능할 것이라고 기대했다. 
박 후보는 이날 <문화방송>(MBC) 라디오에 출연해 “내곡동 문제는 ‘엘에이치 사태’의 원조격이다. 당시 현직 서울시장으로서 이해충돌과 연관이 있느냐 없느냐 문제로 보고 있다”고 말했다. 오 후보가 서울시장 시절 처가 땅이 있던 내곡동을 국민임대주택지구로 지정해 36억원를 받은 사실이 공직자 이해충돌 문제와 직결된다는 뜻이다. 박 후보는 “시장으로서 ‘그린벨트 푸는 걸 몰랐다, (지구 지정이) 국장 전결이었다’고 하는데 장관을 해본 사람으로서 이건 명백한 거짓말이다. 그린벨트 푸는 일은 굉장히 중요한 문제여서 청와대까지 보고되는 사항”이라며 “이명박 전 대통령이 비비케이(BBK) 사건의 진실을 피해 가면서 얼렁뚱땅 넘어갔던 모습과 내곡동 사태가 유사하지 않으냐”고 따져 물었다. 
박 후보는 “낡고 잘못된 역사”로의 퇴행을 막기 위해 이 문제를 제기하는 것이라고 설명했다. 그는 “서울의 미래 100년 좌표를 결정하는 중요 시점에서 후퇴하는 역사를 반복해선 안 된다”고 말했다. 그는 이날 <시비에스>(CBS) 인터뷰에서도 오 후보를 “엠비(이명박) 황태자로 불리던 사람”이라고 규정하며 “내곡동 관련해서 이런저런 제보들이 당에 들어오는 것으로 안다”고 밝혔다.
박 후보가 저격수를 자처한 것은 오 후보와의 지지율 격차를 좁혀야 하는 상황과 무관하지 않다. 박 후보 캠프 전략기획본부장인 진성준 민주당 의원은 이날 국회에서 기자회견을 열어 “여론조사에서 나타나는 것처럼 열세를 인정하지 않을 수 없다”고 밝혔다. 다만 그는 “박 후보의 잠재력은 여전히 있다고 본다. (또) 민주당과 박 후보에 대한 지지 의사를 적극적으로 표명하지 않고 숨기는 진보 지지층이 있다”며 “객관적으로 보면 10%포인트 내외 격차를 보인다고 판단되며, 이 정도는 극복할 수 있다고 본다”고 말했다.
민주당은 25일부터 공식 선거운동이 시작되면 ‘1년 내내 민생만 챙기는 시장’(박영선)과 ‘1년 내내 정치투쟁을 하는 시장’(오세훈) 구도로 판세의 반전을 시도하겠다고 밝혔다. 진 의원은 “(오 후보는) 정권교체가 이번 선거의 주요목표이자 목적인 것처럼 말하지만, 이건 기본적으로 민생과 동떨어져 있다”고 지적했다. 그는 한국토지주택공사(LH) 직원들의 투기 의혹 문제가 여당에 악재로 작용하는 데 대해선 ”투기 세력에 대한 수사와 처벌, 정부기관이나 엘에이치의 대대적 혁신이 가시화하면, 선거(자체)가 관심을 받는 상황이 올 것”이라며 “그러면 후보도 보이게 될 것이고, 후보의 비전과 정책으로 진검승부를 할 수 있을 것이다. 승산이 충분하다”고 기대했다. ",hankyoreh,7811.738735580957,5912.628584199248,1475.623713793006
65,1535,2021-03-18,‘박원순 성추행’ 대응 거센 비판…‘피해호소인 3인방’ 박영선 캠프 하차,서영지 기자 yj@hani.co.kr,"박원순 전 서울시장의 성폭력 피해자를 ‘피해호소인’으로 지칭해 2차 가해 논란을 빚은 남인순·진선미·고민정 더불어민주당 의원이 박영선 서울시장 후보 캠프에서 모두 하차했다. 전날 박 전 시장 피해자의 기자회견을 계기로 민주당과 박 후보의 안이한 대응을 비판하는 목소리가 높아지자 ‘결단’이 불가피했던 것으로 보인다.
박 전 시장의 피해자로부터 ‘캠프 퇴출’을 요구받았던 세명의 여성 의원 중 가장 먼저 사의 뜻을 표한 것은 고민정 의원이었다. 고 의원은 이날 오후 페이스북에 “저의 잘못된 생각으로 피해자에게 고통을 안겨드린 점 머리 숙여 사과드린다”며 “박영선 캠프 대변인직을 내려놓겠다”고 밝혔다. 몇시간 뒤 진선미 의원과 남인순 의원도 잇따라 공동선대본부장 사임 뜻을 밝혔다. 
박 후보는 전날 박 전 시장 사건의 피해자에게 “진심으로 사과드린다”면서도 세 의원의 거취에 대해선 “저희 당 다른 분들에게 하고 싶은 얘기는 모두 제게 해달라. 제가 모든 것을 짊어지고 가겠다”고만 했다. 그는 이날 지역 공약을 발표하기 위해 관악구 낙성대공원을 찾았다가 기자들로부터 ‘모든 것을 짊어지고 가겠다’는 말이 무슨 뜻이냐는 질문을 받자 “짊어지고 가는 것이 가장 어려운 일이라고 생각한다. 진심을 전하는 것은 단순하게 바깥으로 보여지는 것으로 판단할 수는 없는 일 아니냐”는 아리송한 답변을 했다. 이들을 모두 캠프에서 내보내자니 박 전 시장의 무고함을 주장하는 지지층의 반발이 우려되고, 그대로 두자니 ‘2차 가해를 두둔한다’는 야당의 비판을 속수무책으로 감내해야 하는 상황이었던 것이다. 하지만 계속 무대응으로 일관하다간 실리(지지율)도 얻지 못하고 명분만 잃을 공산이 크다고 판단한 것으로 보인다. 
한달 전만 해도 당선이 유력했던 박 후보를 괴롭히는 ‘한국토지주택공사(LH) 투기 사건’ 역시 진행형이다. 박 후보가 선도적으로 특검 수사를 제안하고 여야가 특검 도입에 합의한 상태지만, 국민의힘 등 야당은 선거 기간 내내 엘에이치 투기 문제를 집요하게 물고 늘어질 태세다. 캠프에 참여하는 서울 지역 의원은 “엘에이치 투기 문제는 부동산값 폭등에 절망과 박탈감을 느낀 젊은층과 서민들에게 2019년 ‘조국 사태’로 분출된 ‘불공정’ 이슈를 재점화했다. 상대 후보를 겨냥한 어지간한 네거티브로는 만회가 쉽지 않다”고 했다.
남은 20일 동안의 선거기간에 박 후보가 유일하게 기대를 걸어볼 수 있는 것은 ‘서울시장을 뺏기면 1년 남은 대통령 선거도 위험해진다’는 지지층의 위기의식이 막판 표결집으로 이어지는 것이다. 국회의원·광역의회·기초자치단체장·기초의회 등 서울 지역 대부분의 선출직을 장악한 민주당이 얼마나 조직력을 발휘하느냐도 관건이다. 하지만 투표율이 낮은 재보선의 특성상, 지지층 내부에 ‘투표하면 결과가 바뀔 수도 있겠다’는 기대감이 만들어지지 않는다면, 정치적 참여 동력을 만들기가 쉽지 않다. 그러려면 지지율이 완만하더라도 다시 상승하는 추세를 만드는 일이 시급하다. ",hankyoreh,7968.047092178954,6029.916221945265,1508.4533979110074
66,1564,2021-03-08,박영선 “박원순 피해자에 사과”…오·안 “민주당 반성 부족”,이지혜 기자 godot@hani.co.kr,"‘3·8 세계 여성의 날’을 맞이해 박영선 더불어민주당 서울시장 후보가 꺼낸 첫 메시지는 박원순 전 서울시장 성추행 사건의 피해자에 대한 사과였다. 야권은 박원순·오거돈 전 시장의 성범죄 피해자 등을 거론한 뒤 민주당의 부족한 성인지 감수성을 꼬집으며 ‘심판’을 강조했다.
박 후보는 8일 오전 서울 종로구 캠프 사무실에서 여성 정책을 공개하기에 앞서 박 전 시장 성추행 사건에 대해 “피해 여성께 다시 한 번 진심 어린 사과를 제가 대표로 대신 드린다”며 “피해자분께서 조속히 일상으로 돌아오실 수 있도록 제가 할 수 있는 모든 일을 다 하겠다”고 밝혔다. 박 후보는 피해자를 향해 “우리 사과가 충분하다고 생각할 시점이 있을 것”이라며 “그때 만나서 대화하고 싶다”고 말했다.
박 후보는 직장에서 성폭력을 겪는 여성들이 침묵을 강요당하지 않는 시스템을 만들겠다고 약속했다. 박 후보는 “제가 그간 직장생활을 하며 느낀 것은 마음의 상처를 받고도 아무 일 없던 것처럼 행동하며 살아가는 여성들이 굉장히 많다는 점”이라며 “상처를 감추기보다 즉시 해결할 수 있도록 하는 시스템을 만들어야 한다. 직장 내 2차 가해가 생기지 않도록 직장 문화를 바꾸고, 성폭력 관련한 부분을 전담하는 상담사가 필요하다고 생각한다”고 밝혔다.
여성의 경력 단절을 줄이기 위한 제도개선도 약속했다. 박 후보는 “남성이건 여성이건 가족 돌봄을 책임지는 노동자를 정책 대상으로 설정하고 모두를 위한 일-생활 균형 지원 정책으로 관점을 전환해야 ‘경단녀’가 사라진다”며 △가족 돌봄 노동자 차별금지 가이드라인 △남성의 돌봄 참여 지원 프로그램 도입 △우수기업 인센티브 제공 등의 개선 방안을 제시했다. 
야권 후보들도 여성 정책을 전면에 내세웠다. 오세훈 국민의힘 서울시장 후보는 오전 국회에서 ‘여성을 위한 국민의힘 다짐’ 선언식에 참석해 “국공립 어린이집 확충, 언택트 보육지원 등을 통해 여성들이 경력단절과 보육에 대한 걱정 없이 마음껏 꿈을 펼치고 미래를 그릴 수 있도록 튼튼한 디딤돌을 놓겠다”고 공약했다. 오 후보는 “(서울·부산) 두 지역의 보궐선거가 민주당 소속 전임 시장의 성추행으로 인해 치러지게 됐음에도 민주당 후보들의 절절한 진심 담긴 반성의 목소리가 없다”고 목소리를 높였다. 안철수 국민의당 서울시장 후보는 여성의날 기념식 참석 전 기자들과 만나 “진정으로 피해자에게 죄송한 마음이 있다면 (박영선 후보는) 출마하지 말았어야 한다. 출마 자체가 2차 가해”라고 날을 세웠다.
부산시장에 출마한 국민의힘 박형준 후보는 “여성 부시장제를 적극 추진해 여성 대표성이 더욱 향상될 수 있도록 하겠다”고 밝혔다. ",hankyoreh,8117.792328529958,6137.146716468277,1533.2562682240073
67,1587,2021-03-01,민주 권리당원도 ‘본선경쟁력’ 높은 박영선 선택,노지원 기자 zone@hani.co.kr,"박영선 전 중소벤처기업부 장관이 4·7 서울시장 보궐선거 더불어민주당 후보 경선에서 우상호 의원을 제치고 최종 후보로 확정됐다.
 민주당은 지난 26일부터 나흘간 진행한 서울시장 후보 경선에서 박 전 장관이 최종 득표율 69.56%로 우 의원(30.44%)을 제치고 당의 후보로 확정됐다고 1일 밝혔다. 최종 득표율은 권리당원 투표(온라인·ARS)와 일반시민 투표(ARS)를 합산한 뒤 여성 가산점을 반영한 결과다.
 박 후보는 후보수락 연설에서 “서울시 대전환, ‘21분 콤팩트 도시’에 넓고 깊은 해답이 있다”며 “평당 1천만원대 반값아파트로 서민에게 내 집 마련의 꿈을 앞당기는 서울시장이 되겠다”고 밝혔다. 박 후보는 이어 “문재인 정부와 민주당이 원팀이 돼 안정적으로 서울시민에게 행복을 돌려드리겠다. 앞으로의 100년은 서울이 디지털경제 수도가 될 것”이라고 강조했다.
 경선투표 집계 결과, 박 후보는 권리당원과 일반 시민 투표에서 모두 과반의 압도적 지지를 얻은 것으로 나타났다. 권리당원 투표에서 박 후보는 5만211표(득표율 63.54%)를 얻은 반면, 우 후보는 2만8814표(36.46%)를 얻는 데 그쳤다. 휴대전화 가상번호를 이용한 일반 서울시민 투표에서도 박 후보는 71.48%를 득표해 우 후보(28.52%)를 크게 앞섰다. 우 후보는 탄탄한 당내 조직력을 기반으로 권리당원 투표에서 우위를 점할 수 있다고 자신감을 비쳤지만, 당원 투표 결과는 시민 여론조사 결과와 크게 다르지 않았다. 권리당원 역시 본선 경쟁력이 높은 후보를 지지할 것이란 예상이 들어맞은 셈이다.  박 후보는 최근의 여러 서울시장 선호도 조사에서 여야를 통틀어 선두를 달리는 것으로 나온다. 안철수 국민의당 대표, 국민의힘 후보(나경원·오세훈)와 3자 구도에서의 경쟁력은 넉넉하게 앞서고, 야권이 안철수 대표로 단일화되는 경우를 가정한 양자 구도에서는 오차 범위 안에서 접전을 펼치고 있다. 민주당 관계자는 이번 경선 결과에 대해 “야권 단일화가 이뤄지면 안철수 후보를 꺾기가 쉽지 않다는 위기감 속에 권리당원들이 본선 경쟁력이 있는 후보를 선택한 것으로 보인다”고 설명했다.  민주당의 서울시장 후보가 확정됨에 따라 당장 이번주부터 민주당은 열린민주당, 시대전환 등과 함께 여권 후보 단일화에 속도를 낼 전망이다. 다만 김진애 열린민주당 서울시장 후보가 조정훈 시대전환 대표를 포함한 3자 단일화를 거부하고 있어 난항이 예상된다. 단일화 일정과 방식은 이르면 2일 오전 발표될 것으로 보인다. 두 당과 단일화 물밑 협상을 진행 중인 김종민 민주당 최고위원은 <한겨레>와 한 통화에서 “일단 먼저 합의되는 곳과 단일화를 할 계획”이라고 밝혔다. 여권에선 국회의원이 지방자치단체장 보궐선거 출마를 위해 의원직을 내려놓아야 하는 시한(선거일 30일 전)인 이번달 8일을 단일화의 마지노선으로 보고 있다.
 박 후보는 2일 오전 서울 동작구 국립서울현충원 방문을 시작으로 민주당 서울시장 후보로서의 공식 행보를 시작한다. 이후 국립중앙의료원을 찾아 화이자 백신 1호 접종자와 필수요원 등과 함께하는 간담회에 참석한다.",hankyoreh,8251.058888284962,6234.831268445277,1556.0619126660067
